,�..Serial.No,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Theme,Flavor,sub.theme,After Effect,Cooking time,Flavor/Taste,Nutrition,Packaging,Price,Texture,Max,match,Predicted Theme,set,,,
788,788,206769,B008572JIG,XXX,XXX,4,5,5,1315785600,Stanley wants seconds!,"Stanley may not be the best source for food reviews, since he generally eats anything he can fit into his mouth and seems to enjoy it, but the fact is, he is very fussy about dog food.  I've tried the high priced stuff, Royal Kanin, Iams, even Paul Newman's offering which smells better than the stuff I feed myself.  He eats it, of course, but not joyfully, not with that Cocker Spaniel enthusism.  Plainly put, when Stanley eats something he loves, he sends up a spray and every fiber of his doggy being exudes joy.  Yeah, I know, so do I, thanks for bringing it up in front of strangers.  We're talking about the dog, so beat it.<br /><br />Anyway, until now, only people food...but specially prepared for Stanley (vet approved menu: chicken or beef, baked boiled or broiled, fat removed, diced and mooshed together with selected fresh vegetables)...elicited this kind of enthusiasm. I am not averse to cooking for my dog, but it would be nice to be able to open up a can every so often instead. Particularly when there is only one piece of chicken left and I want it.  A friend told me that his finicky dog loved Purina, to the exclusion of all other canned offerings, so I tried it.  Country Stew, Lamb and Rice and this ""Gravy with Beef"" which sounds unappetizing, but smells fine, are his favorites.  He still prefers a nice piece of beef and has absolute and undisputed dibs on the white meat from every chicken, but this rates a ten on his tail-wagging unbridled joy of eating scale.<br /><br />I should point out that Stanley also eats bugs when he can get them, so while the word ""choosy"" might describe his eating habits, so does disgusting.  But no matter, he's the best Good Boy ever and deserves the best...whether it's people food, dog food or the occasional crawly thing.",Positive,,,zz,0.21251545,0.157073938,0.239416224,0.250639147,0.159015728,0.207769745,0.188968554,0.250639147,4,Nutrition,,,,
789,789,207147,B003D4IYSU,XXX,XXX,1,1,5,1315699200,Tea Greatness,This is some very tasty tea and I rank it as one of my top ten that I have tried from Stash.  I drink it every day.  It is very blue berry and I feel good about drinking it.,Positive,,,zz,0.122402448,0.089457228,0.136466137,0.116178025,0.0423876,0.079815637,0.04618678,0.136466137,3,Flavor/Taste,,,,
790,790,207525,B003D4IYSU,XXX,XXX,1,1,5,1339113600,My favorite tea.  Time Saver with Amazon ordering,"I have been buying Stash Tea for a long time.  The only tea I will drink. One of my favorites is the Earl Grey. I find the price @ Amazon to be the best, and I dont have to trek to the store for my tea.  Will continue buying thru Amazon. Great delivery and service.",Positive,,,zz,0.148102235,0.093421672,0.214029561,0.158699987,0.231524595,0.308787137,0.095674167,0.308787137,6,Price,,,,
791,791,207903,B000CQID2Y,XXX,XXX,3,3,5,1276646400,Best Peppermint Tea We Have Found,My husband has IBS and peppermint tea is essential to managing his condition. We have tried a variety of the peppermint teas commonly found in our local supermarkets and none of them come close to the quality and effectiveness of Stash Peppermint Tea. We were happy to be able to get it in bulk from Amazon.com.,Positive,,,zz,0.135347957,0.063072939,0.12108393,0.096888472,0.093335911,0.1075567,0.061245492,0.135347957,1,After Effect,,,,
792,792,208344,B006NSXG2W,XXX,XXX,0,0,5,1340236800,Love this product!,This sprout is my favorite! I eat it when i do sushi and a lot more. I found this product here recently and tried it out and I must say it is the best i have had yet!,Positive,,,zz,0.138309997,0.098883199,0.145805716,0.108460005,0.085290864,0.092925642,0.134765525,0.145805716,3,Flavor/Taste,,,,
793,793,208722,B003C5TCYU,XXX,XXX,0,0,5,1340236800,My dogs have never begged for their food before!,"Duke and Chunk love this food.  I had been feeding them Beneful for a couple of years, but once I discovered the quality of the ingredients (or lack thereof), I decided that my furbabies deserved more than that.  Beneful is horrible for dogs, and made my lab constipated all the time.  Since the switch to Natural Balance, I realized how much they disliked the old food, because they actually get excited when I fill up the food dish and they look happier when they eat.  I now realize that they only ate the Beneful because that's all they had.  Imagine eating something you thought was gross for years on end.  I felt so bad.  I'll never switch back!  This food actually fills them up faster, so I actually spend about the same amount of money as I did on Beneful.  The better quality ingredients fill them up faster.  I am converted for life.  It's extra money, but it's so worth it to know that my dogs are healthy, happy, and full.  Plus, Duke poops like a champ now.",Positive,,,zz,0.184241753,0.118615622,0.149390662,0.192066915,0.121910126,0.18410768,0.158856565,0.192066915,4,Nutrition,,,,
794,794,209100,B00004RAMY,XXX,XXX,4,4,5,1255046400,It does what the reviews said,"Our yard was COMPLETELY overrun with moles this year.  The lawn was dead and the trails were everywhere we walked--literally.  We tried sulphur bombs (the Giant Destroyer), spring traps, castor oil (lots of it), Talpirid (80 worms), sonic molechasers (13 of them on 3/4 acre--way more than was suggested), and finally a professional mole guy which cost us $450 to place poison bait (all we got from that is a sick cat and a $150 vet bill), but no dead moles.  Killing grubs doesn't work because their main love is earthworms and you definitely don't want to kill those.  Everything that you read says that trapping is the only way to truly rid yourself of moles.  They only reproduce once a year and usually have litters of 3 to 4 pups--and half of them die.  The only reason we get overrun by them is from not trapping them and using deterrents that only work for short periods of time, allowing their numbers to increase (from what I've read). I read about this product and all the great reviews and I chose to *believe* one last time, so I ordered 6 of them. We went outside this afternoon to set 2 of the traps and within 1 hour we had our first mole!!!  He was huge and very well fed, he lived a good life. RIP.<br /><br />Initially, we did get completely frustrated and we each threw one across the yard, then we calmed down and figured it out. The reviewers all had great tips and I re-read them.  The thing to remember is to set the trap and put the safety on BEFORE you try and put it in the ground (sounds obvious, but it seemed easier to place it in the ground first and it wasn't). The spring is VERY strong, but the metal bars they put in the package make it easy enough to open the trap with both hands, then hold it open with one hand, and keeping the plate near the ground for leverage, engage the pin on the striking plate and flip the locking pin over.  The only other hard part is finding the right type of tunnel!<br /><br />I'm convinced there is no ""natural* way to get rid of moles--I wish there was--but the only thing that is ultimately going to work is trapping them.  Be patient and don't give up, it really is easy to set this trap once you get the hang of it.  GOOD LUCK!<br /><br />UPDATE 11/2009:  Just caught another one this morning!  The trails are dwindling...<br /><br />UPDATE 5/2010:  Our grass finally grew back in after the moles killed every square inch of the lawn last year. We ended up getting about 5 moles. Just got the traps out again for the summer season as we noticed a small area being dug up.  We found a straight trail, set the trap and caught him within 4 hours!",Positive,,,zz,0.227912239,0.161043891,0.225772873,0.251333446,0.175482838,0.174274111,0.152036231,0.251333446,4,Nutrition,,,,
795,795,209478,B002FT3HHW,XXX,XXX,0,0,5,1318032000,Best Sugar Free chocolate around!,"I first discovered ""Gosh that's good"" sugar free chocolate up in Alaska at a coffee drive-through. It made my mocha AMAZING. It's SO HARD to find a good sugar free chocolate for coffee. After leaving Alaska I searched and searched...thank you for having your product on Amazon!",Positive,,,zz,0.164362126,0.068302326,0.216885542,0.181799535,0.12302914,0.130098002,0.09870104,0.216885542,3,Flavor/Taste,,,,
796,796,209856,B00028LDJC,XXX,XXX,0,7,1,1299974400,do not buy,They sent me a completely different type of gum and did not respond at all when i tried to contact them.,Negative,,,zz,0.035473844,0.001349092,0.047898262,0.026114662,0.038604234,0.012920956,0.01078231,0.047898262,3,Flavor/Taste,,,,
797,797,210234,B001TM70V0,XXX,XXX,0,0,5,1323216000,Worth the $$$$,"We adopted a 2 year old / 12 pound Russian Blue male from the shelter 3 months ago. We wanted to start him on the best healthy diet of a wet and dry food regimen we could. We tried many brands of canned food including Blue Wilderness, Tiki Cat and Instinct; all of which left unfavorable results. We then moved on to Weruva and my Blue Boy can't get enough! He especially loves the chicken flavors. He's now a happy active cat with the shiniest coat of fur east of the Mississippi.",Positive,,,zz,0.17552425,0.075503494,0.113495017,0.153493688,0.078733578,0.0911652,0.10845635,0.17552425,1,After Effect,,,,
798,798,210612,B000CQG8M6,XXX,XXX,0,0,5,1301270400,Best decaf tea,This decaf tea is excellent. Best I have ever found. Love my PG Tips but their decaf isn't as good as the regular.,Positive,,,zz,0.073986912,0.08913237,0.121887996,0.072372431,0.045964316,0.094014984,0.07083925,0.121887996,3,Flavor/Taste,,,,
799,799,210990,B001EO5Y52,XXX,XXX,3,4,5,1216166400,This is an excellent bold roast with a nutty finish,"I was very pleased with this order!  Finally a very bold blend but I was surprized by the definitely nutty finish.  This is a great departure from the other coffees that taste the same from start of sip to end.  With the Sumatran Reserve, you get an excellent strong coffee taste while sipping but a great nutmeg-like aftertaste.<br /><br />Another thing, this has to be the highest caffeine blend I've tried so far.  It really wakes me up in the morning!  But I move to a milder blend like Kona or Dietrich for the afternoons.<br /><br />A big thumbs up for a non-flavored coffee.",Positive,,,zz,0.281612031,0.200715086,0.30009547,0.16713866,0.144034241,0.144856239,0.192849561,0.30009547,3,Flavor/Taste,,,,
800,800,211368,B0002R1HVC,XXX,XXX,0,1,5,1230336000,Definitely a Hit,"Stuck for an idea for a ""decade"" gift?  This was a hit for the recipient and the guests.  I will order this again.<a href=""http://www.amazon.com/gp/product/B0002R1HVC"">1940's Retro Candy Gift Box</a>",Positive,,,zz,0.025783191,0.11685035,0.059337431,0.060646031,0.092653902,0.040242368,0.138491842,0.138491842,7,Texture,,,,
801,801,211746,B004SKQ0KC,XXX,XXX,0,0,5,1328313600,"Love ""pretzel"" Combos","These might be too salty for some, but I have a ""salt tooth"" as opposed to a ""sweet tooth"" so I am enjoying them.",Positive,,,zz,0.008781511,0.020482248,0.094562391,0.034495034,0.024274499,0.0107398,0.026809934,0.094562391,3,Flavor/Taste,,,,
802,802,212124,B000CNB4LE,XXX,XXX,3,7,2,1221782400,Dr. D,Not as tasty as the mango or even the plain... flavors are very muted...and I didn't get a hint of passion fruit.. too bad,Negative,,,zz,0.036441208,0.009885678,0.087633818,0.07868037,0.048719102,0.049832173,0.025808224,0.087633818,3,Flavor/Taste,,,,
803,803,212502,B000SANUA4,XXX,XXX,9,9,5,1243296000,My New Favorite Tea,"I had never tried Honeybush tea before purchasing this batch from Davidson's, and I couldn't be happier with it. In appearance and consistency, the ground tea is very similar to Rooibos, except it is a slightly darker red. The aroma of the tea is just heavenly. I should also mention that it makes a truly AWESOME iced tea. I normally don't type in caps, but I wanted to emphasize how good this is as a summer refresher. Heat water until close to boiling, then turn off the heat and steep the tea grounds until you attain the desired strength and color. Let the water cool down and then refrigerate it and you have iced tea that far surpasses any bottled brand. Lastly, you will want to store this tea in an airtight plastic container or canister, as it comes in a paper bag that is not really meant for permanent storage.",Positive,,,zz,0.148850437,0.074036344,0.187966616,0.130009784,0.092031643,0.154494012,0.080532224,0.187966616,3,Flavor/Taste,,,,
